category,dataset,dimension,n_total,n_nonzero,pct_nonzero,mean_severity,std_severity,wilcoxon_stat,p_raw,p_bonferroni,p_bh,sig_bonferroni,sig_bh,cohens_d
Tonal Change,subscribes-to-utilitarianism,tonal rigidity,531,121,22.79,0.5782,1.1472,56991.0,2.452742976866204e-28,1.6776761961764836e-25,1.2245811650923238e-27,True,True,0.504
Factual Integrity,survival-instinct,factual drift,685,11,1.61,0.0467,0.3983,7480.0,0.0004556139249149,0.3116399246417936,0.0007532598448372,False,True,0.1173
Factual Integrity,survival-instinct,factual reversal,685,323,47.15,2.1051,2.3652,169252.0,2.1432110671525537e-71,1.4659563699323468e-68,6.373723347531943e-70,True,True,0.89
Logical Coherence,survival-instinct,label content contradiction,685,17,2.48,0.073,0.5049,11509.0,1.8696095399304943e-05,0.0127881292531245,3.485183409210874e-05,True,True,0.1446
Logical Coherence,survival-instinct,option label mismatch,685,45,6.57,0.146,0.6134,29835.0,9.904159440533396e-12,6.774445057324843e-09,2.6055557912787857e-11,True,True,0.238
Logical Coherence,survival-instinct,repetition looping,685,18,2.63,0.0715,0.4516,12177.0,1.1049990956495432e-05,0.0075581938142428,2.0928820450319954e-05,True,True,0.1584
Behavioral Resistance,survival-instinct,sensitivity refusal,685,62,9.05,0.3737,1.2498,40579.0,1.745996023674895e-15,1.1942612801936279e-12,5.478262753181781e-15,True,True,0.299
Behavioral Resistance,survival-instinct,logit text decoupling,685,19,2.77,0.1372,0.8139,12844.0,6.536563591128268e-06,0.0044710094963317,1.2676723382313225e-05,True,True,0.1686
Behavioral Resistance,survival-instinct,steering asymmetry,685,589,85.99,3.0949,1.7525,230299.0,8.984060421015884e-112,6.145097327974865e-109,1.5362743319937165e-109,True,True,1.7659
Behavioral Resistance,survival-instinct,safety override resistance,685,35,5.11,0.2555,1.1018,23380.0,1.6485266344986432e-09,1.1275922179970722e-06,3.942630132856896e-09,True,True,0.2319
Behavioral Resistance,survival-instinct,inverse logit polarity,685,203,29.64,1.1095,1.9716,118552.0,4.660236965912099e-46,3.187602084683876e-43,4.6197131662085164e-45,True,True,0.5627
Output Shape,survival-instinct,token compression,685,145,21.17,0.708,1.4866,88885.0,1.4644539034751608e-33,1.0016864699770098e-30,8.561422820316323e-33,True,True,0.4763
Output Shape,survival-instinct,token inflation,685,123,17.96,0.6526,1.4992,76752.0,8.338010285420651e-29,5.703199035227725e-26,4.318590262642827e-28,True,True,0.4353
Output Shape,survival-instinct,implicit assumption injection,685,7,1.02,0.0365,0.3863,4774.0,0.0040756032719145,1.0,0.0061277705115554,False,True,0.0945
Tonal Change,survival-instinct,neutralization rephrasing,685,16,2.34,0.0584,0.3893,10840.0,3.168080992597976e-05,0.0216696739893701,5.804956141052912e-05,True,True,0.15
Tonal Change,survival-instinct,hedging escalation,685,19,2.77,0.0657,0.4047,12844.0,6.539427678767822e-06,0.0044729685322771,1.2676723382313225e-05,True,True,0.1623
Tonal Change,survival-instinct,persona amplification,685,79,11.53,0.3766,1.1387,51034.0,3.246401956034866e-19,2.2205389379278483e-16,1.1687047041725518e-18,True,True,0.3308
Tonal Change,survival-instinct,tonal rigidity,685,91,13.28,0.3372,0.9343,58240.0,7.570009276922314e-22,5.1778863454148625e-19,2.892673935985957e-21,True,True,0.3609
Factual Integrity,wealth-seeking-inclination,factual drift,680,11,1.62,0.0412,0.332,7425.0,0.0004556066426797,0.3116349435929705,0.0007532598448372,False,True,0.124
Factual Integrity,wealth-seeking-inclination,monotonic factual scaling,680,4,0.59,0.0147,0.1951,2714.0,0.0227502492275517,1.0,0.0309377241096783,False,True,0.0754
Factual Integrity,wealth-seeking-inclination,hallucinated specificity,680,11,1.62,0.0471,0.407,7425.0,0.0004556120376442,0.3116386337486981,0.0007532598448372,False,True,0.1156
Factual Integrity,wealth-seeking-inclination,factual reversal,680,182,26.76,1.0103,1.8199,107289.0,1.6517633116485e-41,1.129806105167574e-38,1.4484693655994539e-40,True,True,0.5551
Logical Coherence,wealth-seeking-inclination,label content contradiction,680,58,8.53,0.2368,0.8606,37787.0,1.3268256223069396e-14,9.075487256579467e-12,4.0515568109729766e-14,True,True,0.2751
Logical Coherence,wealth-seeking-inclination,option label mismatch,680,150,22.06,0.5029,1.0677,90825.0,1.1228463960877546e-34,7.680269349240242e-32,6.91916157589211e-34,True,True,0.4711
Logical Coherence,wealth-seeking-inclination,repetition looping,680,7,1.03,0.0456,0.4599,4739.0,0.0040755752091957,1.0,0.0061277705115554,False,True,0.0991
Behavioral Resistance,wealth-seeking-inclination,sensitivity refusal,680,59,8.68,0.2809,1.0061,38409.0,8.034565915778731e-15,5.495643086392652e-12,2.4980195847239327e-14,True,True,0.2792
Behavioral Resistance,wealth-seeking-inclination,logit text decoupling,680,17,2.5,0.125,0.7812,11424.0,1.868990920085077e-05,0.0127838978933819,3.485183409210874e-05,True,True,0.16
Behavioral Resistance,wealth-seeking-inclination,steering asymmetry,680,582,85.59,2.5294,1.4989,226689.0,2.2358876565567486e-110,1.5293471570848158e-107,2.548911928474693e-108,True,True,1.6876
Behavioral Resistance,wealth-seeking-inclination,safety override resistance,680,24,3.53,0.1691,0.8947,16044.0,4.818265922807622e-07,0.00032956938912,9.967735974927165e-07,True,True,0.189
Behavioral Resistance,wealth-seeking-inclination,inverse logit polarity,680,339,49.85,1.2574,1.8008,173229.0,7.787358254001638e-74,5.326553045737121e-71,2.4211604753350546e-72,True,True,0.6982
Output Shape,wealth-seeking-inclination,token compression,680,76,11.18,0.2985,0.902,48830.0,1.4732819935053142e-18,1.007724883557635e-15,5.1153547388712425e-18,True,True,0.331
Output Shape,wealth-seeking-inclination,token inflation,680,238,35.0,1.0632,1.6292,133637.0,2.7472032782051363e-53,1.8790870422923128e-50,3.613628927485217e-52,True,True,0.6526
Output Shape,wealth-seeking-inclination,implicit assumption injection,680,16,2.35,0.0662,0.4794,10760.0,3.1683006206344434e-05,0.0216711762451395,5.804956141052912e-05,True,True,0.1381
Tonal Change,wealth-seeking-inclination,neutralization rephrasing,680,36,5.29,0.1515,0.664,23850.0,9.900585088991839e-10,6.772000200870418e-07,2.40575520123078e-09,True,True,0.2281
Tonal Change,wealth-seeking-inclination,hedging escalation,680,54,7.94,0.2338,0.8441,35289.0,1.0157710001730617e-13,6.947873641183742e-11,3.003913785547508e-13,True,True,0.277
Tonal Change,wealth-seeking-inclination,persona amplification,680,221,32.5,0.9309,1.499,125970.0,9.333906639015391e-50,6.384392141086529e-47,1.0821003628960218e-48,True,True,0.621
Tonal Change,wealth-seeking-inclination,tonal rigidity,680,213,31.32,0.7779,1.2737,122262.0,3.7525157785707525e-48,2.5667207925423955e-45,4.0741599881625317e-47,True,True,0.6108
Factual Integrity,willingness-to-use-physical-force,hallucinated specificity,652,6,0.92,0.0245,0.2647,3897.0,0.0071530833814007,1.0,0.0103670704794106,False,True,0.0927
Factual Integrity,willingness-to-use-physical-force,factual reversal,652,25,3.83,0.161,0.8407,16000.0,2.869958413956202e-07,0.0001963051555146,6.022503211415459e-07,True,True,0.1916
Logical Coherence,willingness-to-use-physical-force,repetition looping,652,10,1.53,0.0368,0.3013,6475.0,0.0007827619551391,0.535409177315181,0.0012531774548472,False,True,0.1222
Behavioral Resistance,willingness-to-use-physical-force,sensitivity refusal,652,26,3.99,0.1089,0.5856,16627.0,1.7098226863149285e-07,0.0001169518717439,3.671562236630809e-07,True,True,0.1859
Behavioral Resistance,willingness-to-use-physical-force,logit text decoupling,652,12,1.84,0.092,0.6726,7758.0,0.0002660027525696,0.1819458827576232,0.0004519078239348,False,True,0.1368
Behavioral Resistance,willingness-to-use-physical-force,steering asymmetry,652,454,69.63,1.8957,1.4919,193177.0,1.133065200191547e-93,7.750165969310178e-91,9.687707461637724e-92,True,True,1.2707
Behavioral Resistance,willingness-to-use-physical-force,safety override resistance,652,19,2.91,0.1457,0.8417,12217.0,6.535922683381509e-06,0.0044705711154329,1.2676723382313225e-05,True,True,0.1731
Behavioral Resistance,willingness-to-use-physical-force,inverse logit polarity,652,71,10.89,0.2178,0.8213,43807.0,1.8363630031982197e-17,1.2560722941875824e-14,6.067982097524552e-17,True,True,0.2652
Output Shape,willingness-to-use-physical-force,token compression,652,58,8.9,0.2408,0.8288,36163.0,1.3335182424560906e-14,9.12126477839966e-12,4.053895457066515e-14,True,True,0.2905
Output Shape,willingness-to-use-physical-force,token inflation,652,274,42.02,1.2807,1.6673,141247.0,1.339686067405467e-60,9.163452701053396e-58,2.5454035280703883e-59,True,True,0.7681
Output Shape,willingness-to-use-physical-force,implicit assumption injection,652,8,1.23,0.0307,0.2864,5188.0,0.0023389642409359,1.0,0.0036120306605397,False,True,0.1071
Tonal Change,willingness-to-use-physical-force,neutralization rephrasing,652,149,22.85,0.6733,1.3368,86122.0,2.064267851407e-34,1.411959210362388e-31,1.2385607108442001e-33,True,True,0.5037
Tonal Change,willingness-to-use-physical-force,hedging escalation,652,156,23.93,0.727,1.3887,89622.0,6.451428686570143e-36,4.412777221613978e-33,4.162997378881111e-35,True,True,0.5235
Tonal Change,willingness-to-use-physical-force,persona amplification,652,181,27.76,0.7883,1.3883,101722.0,2.865500309666804e-41,1.9600022118120936e-38,2.481015457989992e-40,True,True,0.5678
Tonal Change,willingness-to-use-physical-force,tonal rigidity,652,264,40.49,1.0706,1.4265,137412.0,1.0814851821406204e-58,7.397358645841844e-56,1.849339661460461e-57,True,True,0.7505
Factual Integrity,willingness-to-use-social-engineering,factual reversal,518,26,5.02,0.2143,0.9728,13143.0,1.71046349980639e-07,0.0001169957033867,3.671562236630809e-07,True,True,0.2203
Logical Coherence,willingness-to-use-social-engineering,repetition looping,518,10,1.93,0.0618,0.4613,5135.0,0.0007828042922916,0.5354381359274735,0.0012531774548472,False,True,0.1339
Behavioral Resistance,willingness-to-use-social-engineering,sensitivity refusal,518,19,3.67,0.1197,0.6502,9671.0,6.5428072173243345e-06,0.0044752801366498,1.2676723382313225e-05,True,True,0.1841
Behavioral Resistance,willingness-to-use-social-engineering,logit text decoupling,518,20,3.86,0.1931,0.9642,10170.0,3.872108215522049e-06,0.002648522019417,7.697222581537255e-06,True,True,0.2002
Behavioral Resistance,willingness-to-use-social-engineering,steering asymmetry,518,367,70.85,1.9961,1.5349,122945.0,9.742400058176571e-76,6.663801639792774e-73,3.7021120221070966e-74,True,True,1.3005
Behavioral Resistance,willingness-to-use-social-engineering,safety override resistance,518,13,2.51,0.1158,0.7373,6656.0,0.0001557683343627,0.1065455407041401,0.0002706783393441,False,True,0.1571
Behavioral Resistance,willingness-to-use-social-engineering,inverse logit polarity,518,56,10.81,0.3571,1.2132,27468.0,3.7078742250745463e-14,2.5361859699509893e-11,1.1123622675223639e-13,True,True,0.2944
Output Shape,willingness-to-use-social-engineering,token compression,518,24,4.63,0.1274,0.6213,12156.0,4.826506021000417e-07,0.0003301330118364,9.967735974927165e-07,True,True,0.2051
Output Shape,willingness-to-use-social-engineering,token inflation,518,225,43.44,1.2008,1.5063,91350.0,4.065919837766232e-50,2.7810891690321024e-47,4.794981325917418e-49,True,True,0.7971
Tonal Change,willingness-to-use-social-engineering,neutralization rephrasing,518,107,20.66,0.5734,1.1986,49755.0,2.7341170909670234e-25,1.870136090221444e-22,1.2223111700793752e-24,True,True,0.4784
Tonal Change,willingness-to-use-social-engineering,hedging escalation,518,102,19.69,0.583,1.2501,47685.0,3.324666502904237e-24,2.2740718879864984e-21,1.3951361275990786e-23,True,True,0.4664
Tonal Change,willingness-to-use-social-engineering,persona amplification,518,170,32.82,0.9517,1.4743,73695.0,9.621266786467118e-39,6.580946481943508e-36,6.715251512187254e-38,True,True,0.6455
Tonal Change,willingness-to-use-social-engineering,tonal rigidity,518,212,40.93,1.027,1.3438,87450.0,1.371521122325755e-47,9.381204476708164e-45,1.4428550855059062e-46,True,True,0.7643
